'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'TMS470 Video ADC Temperature(°C),'TMS470 Heater Voltage(V),'TMS470 +6V(V),'MAX1231 Temperature(°C),'MAX1231 H1H (+6V)(V),'MAX1231 HRH (+1.5V)(V),'MAX1231 vh+fdh (+8V)(V),'MAX1231 RDL (+11V)(V),'MAX1231 RR (+1.5V)(V),'MAX1231 +15V(V),'MAX1231 +Sub (+10V)(V),'MAX1231 +18V(V),'MAX1231 +5VA(V),'MAX1231 H1L (-4V)(V),'MAX1231 ESD (+8V)(V),'MAX1231 -FDL (-9V)(V),'MAX1231 HRL (-3.5V)(V),'MAX1231 OGL (-2.5V)(V),'MAX1231 -18V(V),'MAX1231 -5VA(V),'GPIO GIO Dir A,'GPIO GIO DIn A,'GPIO GIO DOut A,'GPIO HET Dir A,'GPIO HET DIn A,'GPIO HET DOut A,'FPGA Status[0],'FPGA Status[1],'IOBC Exception[0],'IOBC Exception[1],'IOBC Exception[2],'IOBC Exception[3]
2014-01-09 00:00:38,103,442497705287,19.3727,0,5.90272,22.625,6.04835,1.49785,7.97523,9.39344,1.48274,14.8622,11.5382,10.9459,4.9566,-3.8152,-12.5576,-17.7872,-3.14502,-4.73632,-21.4931,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x00000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:01:38,542,442497765726,18.9669,0,5.90272,22.25,6.04835,1.49785,7.97523,9.39344,1.48274,14.8622,11.5382,10.9524,4.9566,-3.81672,-12.5576,-17.7872,-3.14502,-4.73813,-21.4931,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x02000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:02:38,989,442497826173,18.4601,0,5.91074,22.125,6.04835,1.49785,7.97523,9.39344,1.48274,14.8622,11.5382,10.9459,4.9566,-3.81672,-12.5576,-17.7872,-3.14502,-4.73632,-21.4931,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x02000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:03:39,409,442497886593,18.0548,0,5.91074,21.5,6.04835,1.49852,7.97523,9.39344,1.48274,14.8622,11.5382,10.9459,4.9566,-3.8152,-12.5576,-17.7872,-3.14502,-4.73632,-21.4931,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x02000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:04:39,840,442497947024,17.6496,0,5.91074,21.125,6.04835,1.49785,7.97523,9.39344,1.48274,14.8622,11.5382,10.9459,4.9566,-3.8152,-12.5576,-17.7872,-3.14502,-4.73813,-21.4851,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x02000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:05:40,315,442498007499,17.2445,0,5.91074,20.625,6.04835,1.49785,7.97523,9.39344,1.48274,14.8622,11.5382,10.9459,4.9596,-3.81672,-12.5576,-17.7872,-3.14502,-4.73813,-21.4931,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x00000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:06:40,775,442498067959,16.7382,0,5.91074,20.125,6.04835,1.49785,7.9715,9.39344,1.48274,14.8622,11.5382,10.9459,4.9566,-3.8152,-12.5576,-17.7872,-3.14502,-4.73632,-21.4851,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x02000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:07:41,164,442498128348,16.3331,0,5.91074,19.75,6.04835,1.49785,7.9715,9.39344,1.48274,14.8622,11.5382,10.9459,4.9596,-3.8152,-12.5576,-17.7872,-3.14502,-4.73632,-21.4851,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x00000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:08:41,600,442498188784,15.9279,0,5.91074,19.25,6.04835,1.49785,7.9715,9.39344,1.48274,14.8622,11.5382,10.9459,4.9596,-3.8152,-12.5576,-17.7872,-3.14502,-4.73632,-21.4851,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x02000000,0,6,0xFF,0xFF,0xFF,0xFF
2014-01-09 00:09:42,23,442498249207,15.5226,0,5.91074,18.875,6.04835,1.49785,7.97523,9.39344,1.48274,14.8622,11.5448,10.9459,4.9566,-3.8152,-12.5576,-17.7872,-3.14364,-4.73632,-21.4851,-5.96622,0xD3000000,0xEA000000,0xC2000000,0x01000000,0x00000000,0x02000000,0,6,0xFF,0xFF,0xFF,0xFF
