'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Reason,'Reset Count,'SEU Count,'Ping Pointer,'Control Pointer,'Battery Temperature(°C),'Heater On,'Mode,'Bus Voltage(V),'Battery Voltage(V),'Battery Current(mA),'State of Charge(mA*h),'Bus Target(V),'Discharge Command
2014-01-05 10:17:21,831,442189109015,0,0,2,0,0,14.6425,0,Fixed,4.23819,4.07141,-562.4,165.336,4.2,0
2014-01-05 10:18:22,817,442189170001,0,0,2,0,0,14.6425,0,Fixed,4.15234,4.07847,-600.15,156.43,4.2,0
2014-01-05 10:19:23,134,442189230318,0,0,2,0,0,14.6425,0,Fixed,4.21896,4.07131,-461.273,146.723,4.2,0
2014-01-05 10:20:23,483,442189290667,0,0,2,0,0,14.6425,0,Fixed,4.16773,4.07703,-506.739,136.145,4.2,0
2014-01-05 10:21:23,816,442189351000,0,0,2,0,0,14.6425,0,Fixed,5.02454,4.1125,-791.383,124.007,4.2,0
2014-01-05 10:22:24,885,442189412069,0,0,2,0,0,14.6425,0,Fixed,5.08208,4.10309,-709.82,112.347,4.2,0
2014-01-05 10:23:25,110,442189472294,0,0,2,0,0,14.6425,0,Fixed,4.94653,4.11306,-771.543,101.381,4.2,0
2014-01-05 10:24:25,508,442189532692,0,0,2,0,0,14.6425,0,Fixed,5.01254,4.10744,-713.126,90.7862,4.2,0
2014-01-05 10:25:26,951,442189594135,0,0,2,0,0,15.2553,0,Fixed,4.99253,4.09966,-580.862,80.426,4.2,0
2014-01-05 10:26:27,219,442189654403,0,0,2,0,0,14.6425,0,Fixed,4.86514,4.10731,-606.212,70.6277,4.2,0
2014-01-05 10:27:27,532,442189714716,0,0,2,0,0,15.2553,0,Fixed,4.86622,4.10141,-478.632,61.1532,4.2,0
2014-01-05 10:28:28,922,442189776106,0,0,2,0,0,14.6425,0,Fixed,4.96023,4.10016,-419.389,51.8384,4.2,0
2014-01-05 10:29:29,221,442189836405,0,0,2,0,0,14.6425,0,Fixed,4.90838,4.10609,-512.525,42.9911,4.2,0
2014-01-05 10:30:29,647,442189896831,0,0,2,0,0,14.6425,0,Fixed,5.00161,4.103,-414.704,34.3855,4.2,0
