'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Count File,'Reset Reason File,'Comm Err Count File,'Scrub Index File,'SEU Count File,'Init Pointer File,'Ping Pointer File,'ADC Raw1 File,'ADC Raw2 File,'ADC Raw3 File,'ADC Raw4 File,'PWM Setting File,'PWM Period File,'PWM Controller Pointer File,'PWM Controller Cycle File,'PWM DCycle1 File,'PWM DCycle2 File,'PWM DCycle3 File,'PWM DCycle4 File,'Converted Temp1 File(°C),'Converted Temp2 File(°C),'Converted Temp3 File(°C),'Converted Temp4 File(°C),'Controller P Gain File,'Controller I Gain File,'Controller D Gain File,'Controller I Max File,'Controller Max DT File,'Controller SetPoint File,'Controller I State File
2014-01-21 11:34:06,693,443576113877,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15457e+032,-3.71272e+016,4.15384e+034,4.53344e-024,,,,,,,
2014-01-21 11:35:07,418,443576174602,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15482e+032,-1.52731e+020,2.65846e+036,1.32502e-023,,,,,,,
2014-01-21 11:36:07,945,443576235129,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15447e+032,2.43462e+018,-135.797,1.34362e+011,,,,,,,
2014-01-21 11:37:08,410,443576295594,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-6.89553e-024,1.1703e-010,2.35113e-038,,,,,,,
2014-01-21 11:38:08,869,443576356053,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,0,,,,,,,
2014-01-21 11:39:09,544,443576416728,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14414e+032,2.60345e-034,1.24155e-034,3.19023e-034,,,,,,,
2014-01-21 11:40:10,31,443576477215,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,0,,,,,,,
2014-01-21 11:41:10,524,443576537708,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15437e+032,3.96238e+028,-1.56496e+017,6.34574e-037,,,,,,,
2014-01-21 11:42:11,444,443576598628,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15472e+032,3.99575e+028,-2.80046e-026,-0.359795,,,,,,,
2014-01-21 11:43:11,956,443576659140,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14687e+032,0,0,0,,,,,,,
2014-01-21 11:44:12,402,443576719586,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15538e+032,0,0,0,,,,,,,
2014-01-21 11:45:12,773,443576779957,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14932e+032,2.89372e-017,7.47423e-009,-3.83172e-022,,,,,,,
2014-01-21 11:46:13,442,443576840626,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,1.37548e+011,2.59615e+033,3.55651e-024,,,,,,,
2014-01-21 11:47:13,875,443576901059,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14595e+032,0,0,0,,,,,,,
2014-01-21 11:48:14,319,443576961503,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15509e+032,0,0,0,,,,,,,
2014-01-21 11:49:14,695,443577021879,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14617e+032,0,0,0,,,,,,,
2014-01-21 11:50:15,192,443577082376,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,3.52123e+013,1.06338e+037,8.292e-025,,,,,,,
2014-01-21 11:51:15,697,443577142881,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14467e+032,9.17057e+012,7.47355e-009,-7.89715e-023,,,,,,,
2014-01-21 11:52:16,93,443577203277,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,0,,,,,,,
2014-01-21 11:53:16,539,443577263723,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15042e+032,0,0,0,,,,,,,
2014-01-21 11:54:17,477,443577324661,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15338e+032,0.0081451,2.53337e-029,-9.32743e-023,,,,,,,
2014-01-21 11:55:17,960,443577385144,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,8.00635,1.66153e+035,5.32765e-025,,,,,,,
2014-01-21 11:56:18,410,443577445594,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,3.52123e+013,1.66153e+035,1.59754e-024,,,,,,,
2014-01-21 11:57:18,851,443577506035,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14932e+032,3.49829e+007,7.65268e-006,-2.47681e-023,,,,,,,
2014-01-21 11:58:19,280,443577566464,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,2.75506e-040,,,,,,,
2014-01-21 11:59:19,765,443577626949,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14675e+032,2.23891e+009,7.47332e-009,-8.79808e-024,,,,,,,
2014-01-21 12:00:20,192,443577687376,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14407e+032,2.18643e+006,1.91334e-006,-1.17494e-023,,,,,,,
2014-01-21 12:01:20,614,443577747798,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15244e+032,6.38295e+023,-8.90215e+006,-4.77397e-032,,,,,,,
2014-01-21 12:02:21,398,443577808582,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15561e+032,0,0,0,,,,,,,
2014-01-21 12:03:21,861,443577869045,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1465e+032,2.18643e+006,2.98969e-008,-2.19139e-024,,,,,,,
2014-01-21 12:04:22,268,443577929452,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14996e+032,0.521287,1.8685e-009,-3.24294e-024,,,,,,,
2014-01-21 12:05:22,720,443577989904,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15165e+032,9.90595e+027,-0.000132494,-3.08237e+016,,,,,,,
2014-01-21 12:06:23,407,443578050591,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,8.39527e+006,-0,1.10337e-024,,,,,,,
2014-01-21 12:07:23,869,443578111053,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15427e+032,7.9542e-006,7.474e-009,-3.14954e-024,,,,,,,
2014-01-21 12:08:24,290,443578171474,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,5.37281e+008,4.25353e+037,1.17877e-024,,,,,,,
2014-01-21 12:09:25,378,443578232562,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15299e+032,3.0342e-011,1.5834e-030,-2.86832e-024,,,,,,,
2014-01-21 12:10:25,824,443578293008,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14682e+032,0,0,0,,,,,,,
2014-01-21 12:11:26,265,443578353449,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14412e+032,3.49829e+007,7.65268e-006,-5.57832e-025,,,,,,,
2014-01-21 12:12:26,655,443578413839,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15407e+032,0.000509069,0.000122461,-1.01986e-024,,,,,,,
2014-01-21 12:13:27,568,443578474752,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1516e+032,3.96238e+028,-2.172,-2.24557e+023,,,,,,,
2014-01-21 12:14:28,3,443578535187,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15432e+032,1.85198e-015,2.53314e-029,-2.41126e-025,,,,,,,
2014-01-21 12:15:28,454,443578595638,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,2049.63,6.64614e+035,4.28875e-025,,,,,,,
2014-01-21 12:16:29,323,443578656507,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15501e+032,0,0,0,,,,,,,
2014-01-21 12:17:29,844,443578717028,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,8198.25,-2.35099e-038,1.1295e-024,,,,,,,
2014-01-21 12:18:30,242,443578777426,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,2.9126e-011,4.25353e+037,5.70262e-024,,,,,,,
2014-01-21 12:19:30,704,443578837888,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14873e+032,3.18159e-005,0.000122447,-3.39526e-025,,,,,,,
2014-01-21 12:20:31,597,443578898781,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14595e+032,0,0,0,,,,,,,
