'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'SStates Loadshed,'SStates Loadshed Latch,'SStates Test Mode,'SStates Magnetometer,'SStates PXFSS,'SStates NXFSS,'SStates PYFSS,'SStates NYFSS,'SStates PZFSS,'SStates NZFSS,'SStates XWheel,'SStates YWheel,'SStates ZWheel,'SStates RateGyro,'SStates MTX,'SStates MTY,'SStates MTZ,'SStates GPS Supply,'SStates 5V Supply,'SStates Spare,'SStates Instrument,'SStates GPS,'SStates BCDR0State,'SStates BCDR1State,'+X Panel Current(mA),'+Y Panel Current(mA),'+Z Panel Current(mA),'-X Panel Current(mA),'-Y Panel Current(mA),'-Z Panel Current(mA),'+X Panel Temperature(°C),'+Y Panel Temperature(°C),'+Z Panel Temperature(°C),'-X Panel Temperature(°C),'-Y Panel Temperature(°C),'-Z Panel Temperature(°C),'Bus Voltage(V),'Main Switch Current(A),'5V Rail Voltage(V),'3V Rail Voltage(V),'3V Rail Current(mA),'ADC0 Temperture(°C),'ADC1 Temperture(°C),'ADC2 Temperture(°C),'BCDR0 Battery Voltage(V),'BCDR1 Battery Voltage(V),'HKC Current(mA),'ADCC Current(mA),'Magnetometer Voltage(V),'Rate Sensor Voltage(V),'Rate Sensor Current(mA),'Sun Sensor Voltage(V),'Sun Sensor Current(mA),'Mag. Torquer X Current(mA),'Mag. Torquer Y Current(mA),'Mag. Torquer Z Current(mA),'Wheel Sum Current(mA),'Wheel X Voltage(V),'Wheel Y Voltage(V),'Wheel Z Voltage(V),'ST Switch Voltage(V),'ST Switch Current(mA),'ST Voltage(V),'ST Current(mA),'Instrument Voltage(V),'Instrument Current(mA),'UHF Rx Current(mA),'UHF Rx Temperature(°C),'UHF Rx SSI(V),'S-Band Tx Voltage(V),'S-Band Tx Current(A)
2014-01-31 00:00:08,932,444398476116,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,272.31,3.9125,1.565,5.4775,64.9475,18.7814,20.7266,16.7604,21.2942,23.1311,18.1461,5.18724,0.345865,5.04625,2.97494,9.4401,19.875,19.375,20,4.05524,3.98697,93.9939,107.91,5.04926,4.95475,2.7195,1.06964,0.976562,1.6193,1.80614,0.934212,43.9452,5.17203,5.16958,5.18429,0.367125,0.488,1.15364,0.313,0,18.7174,23.4531,20.844,0.48767,0,0.020345
2014-01-31 00:01:09,300,444398536484,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,234.75,312.217,5.4775,1.565,19.6999,20.2577,16.1872,21.7717,21.4847,19.5613,5.08646,0.56966,4.96926,2.97494,9.52148,19.875,19.75,20.25,4.05524,3.98833,95.7029,109.293,4.95097,4.85683,2.0535,8.15083,162.435,1.6193,1.80614,0.871931,42.3176,5.07153,5.06663,5.08134,0.364677,0.244,1.15364,0.313,0,19.5312,23.1674,20.9333,0.468749,0,0.020345
2014-01-31 00:02:09,429,444398596613,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,5.4775,1.565,17.8308,19.6075,17.1599,21.1044,22.2532,17.9207,4.18681,0.398762,5.06641,2.9728,8.70768,20,19.875,20.375,4.00062,3.98833,112.549,128.906,5.05567,4.93762,2.109,7.33829,0.976562,1.6193,1.80614,0.934212,42.3176,4.17439,4.16949,4.1842,0.364677,0.488,1.15364,0.313,0,19.5312,23.1154,20.844,0.475463,0,0.0211588
2014-01-31 00:03:10,261,444398657445,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,1.565,16.6719,18.2817,16.2751,19.7462,20.4448,16.8933,4.18131,0.398762,5.1159,2.97494,8.46354,20,19.625,20.5,3.99516,3.98697,112.955,128.906,5.05994,4.97923,2.109,1.40608,0.976562,1.6193,1.80614,0.934212,42.3176,4.16949,4.16459,4.17684,0.364677,0.244,1.15364,0.313,0,19.5312,23.1154,20.7993,0.480956,0,0.0211588
2014-01-31 00:04:10,697,444398717881,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,1.565,15.2268,17.3382,15.7928,18.5084,19.0098,15.6618,4.17581,0.398762,5.01692,2.97494,8.70768,20.375,20,20.5,3.99106,3.98697,112.711,127.685,5.01721,4.86662,2.1645,0.844284,0.976562,1.6193,1.80614,0.934212,42.3176,4.16459,4.15969,4.17439,0.364677,0.244,1.15364,0.313,0,19.5312,23.0895,20.71,0.478514,0,0.0211588
2014-01-31 00:05:10,954,444398778138,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,1.565,14.3205,16.1872,14.9668,17.5616,17.5616,14.8803,4.17398,0.398762,5.06641,2.97494,8.46354,20.375,19.875,20.375,3.98833,3.98833,111.816,127.685,5.02362,4.92782,2.0535,0.84111,0.976562,1.6193,1.80614,0.934212,42.3176,4.16214,4.15969,4.17194,0.364677,0.244,1.15364,0.313,0,19.5312,23.1414,20.6207,0.478514,0,0.0211588
2014-01-31 00:06:11,217,444398838401,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,5.4775,1.565,13.296,15.5311,14.4923,16.4512,16.4071,13.8922,4.18497,0.644936,4.9656,2.9728,9.52148,20.375,19.875,20.75,3.96512,3.98697,111.979,128.743,4.95097,4.81522,1.998,8.14766,161.865,1.6193,1.80614,0.934212,42.3176,4.17194,4.16704,4.1793,0.364677,0.488,1.15364,0.313,0,19.5312,23.1414,20.3975,0.480345,0,0.0211588
2014-01-31 00:07:11,705,444398898889,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,5.4775,1.565,12.3243,14.4064,13.8068,15.7055,15.357,13.084,4.18497,0.398762,5.12873,2.97494,8.46354,20.25,20,20.5,3.98287,3.98833,112.223,127.767,5.0514,4.98413,2.0535,3.97702,0.976562,1.6193,1.86842,0.934212,42.3176,4.16949,4.16704,4.18175,0.364677,0.244,1.15364,0.313,0,19.5312,23.0635,20.1298,0.483397,0,0.0211588
2014-01-31 00:08:12,185,444398959369,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,1.565,11.6955,13.8068,13.2536,14.7077,14.2346,12.2823,4.18497,0.396727,5.03158,2.97494,8.38216,20.125,19.625,20.375,3.98287,3.98697,112.386,128.173,5.07063,4.82746,2.109,1.76157,0.976562,1.6193,1.80614,0.871931,42.3176,4.17194,4.16704,4.1793,0.364677,0.244,1.15364,0.313,0,19.5312,23.0635,19.8622,0.472411,0,0.0211588
2014-01-31 00:09:12,590,444399019774,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,5.4775,1.565,10.6133,12.8724,12.7879,14.1061,13.466,11.4866,4.18314,0.400796,5.12507,2.97494,8.46354,20.125,19.5,20.375,3.98151,3.98833,113.118,127.767,5.05353,4.98413,2.0535,0.926808,0.976562,1.6193,1.80614,0.934212,43.9452,4.15478,4.15233,4.16459,0.364677,0.488,1.15364,0.313,0,19.5312,23.1154,19.5055,0.469359,0,0.0211588
