'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Count File,'Reset Reason File,'Comm Err Count File,'Scrub Index File,'SEU Count File,'Init Pointer File,'Ping Pointer File,'ADC Raw1 File,'ADC Raw2 File,'ADC Raw3 File,'ADC Raw4 File,'PWM Setting File,'PWM Period File,'PWM Controller Pointer File,'PWM Controller Cycle File,'PWM DCycle1 File,'PWM DCycle2 File,'PWM DCycle3 File,'PWM DCycle4 File,'Converted Temp1 File(°C),'Converted Temp2 File(°C),'Converted Temp3 File(°C),'Converted Temp4 File(°C),'Controller P Gain File,'Controller I Gain File,'Controller D Gain File,'Controller I Max File,'Controller Max DT File,'Controller SetPoint File,'Controller I State File
2014-01-16 08:40:39,327,443133706511,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15076e+032,-6.54605e-030,2.59615e+033,6.75154e-024,,,,,,,
2014-01-16 08:41:39,757,443133766941,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14452e+032,0,0,2.29589e-041,,,,,,,
2014-01-16 08:42:40,177,443133827361,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14646e+032,0.000219361,2.35101e-038,3.2913e+009,,,,,,,
2014-01-16 08:43:41,301,443133888485,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15484e+032,0,0,0,,,,,,,
2014-01-16 08:44:41,425,443133948609,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1562e+032,-1.09551e+037,-1.50463e-036,2.09309e-024,,,,,,,
2014-01-16 08:45:41,707,443134008891,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14496e+032,-1.10865e+037,2.5326e-029,-3.92633e-022,,,,,,,
2014-01-16 08:56:46,692,443134673876,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15185e+032,3.96238e+028,-1.49275e+011,-1.09872e+027,,,,,,,
2014-01-16 08:57:47,131,443134734315,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14452e+032,7.58572e-012,0.0019592,-5.26617e-023,,,,,,,
2014-01-16 08:58:47,534,443134794718,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15269e+032,1.89643e-012,7.65314e-006,-1.04913e-022,,,,,,,
2014-01-16 08:59:48,28,443134855212,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14455e+032,0,0,0,,,,,,,
