'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Count File,'Reset Reason File,'Comm Err Count File,'Scrub Index File,'SEU Count File,'Init Pointer File,'Ping Pointer File,'ADC Raw1 File,'ADC Raw2 File,'ADC Raw3 File,'ADC Raw4 File,'PWM Setting File,'PWM Period File,'PWM Controller Pointer File,'PWM Controller Cycle File,'PWM DCycle1 File,'PWM DCycle2 File,'PWM DCycle3 File,'PWM DCycle4 File,'Converted Temp1 File(°C),'Converted Temp2 File(°C),'Converted Temp3 File(°C),'Converted Temp4 File(°C),'Controller P Gain File,'Controller I Gain File,'Controller D Gain File,'Controller I Max File,'Controller Max DT File,'Controller SetPoint File,'Controller I State File
2014-01-01 21:04:54,942,441882362126,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1515e+032,-2.80861e-020,6.64614e+035,2.5863e-023,,,,,,,
2014-01-01 21:05:55,353,441882422537,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15214e+032,1.55811e+020,-8692.01,1.75966e+036,,,,,,,
2014-01-01 21:06:55,904,441882483088,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15199e+032,1.60629e-033,0.501572,-2.12066e-024,,,,,,,
2014-01-01 21:07:56,257,441882543441,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,0,,,,,,,
2014-01-01 21:08:56,584,441882603768,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1512e+032,-6.86019e-024,1.01415e+031,2.36825e-023,,,,,,,
2014-01-01 21:09:56,997,441882664181,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15135e+032,-1.75621e-021,1.06338e+037,1.75037e-023,,,,,,,
2014-01-01 21:10:57,638,441882724822,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15509e+032,0,0,0,,,,,,,
2014-01-01 21:11:58,56,441882785240,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,1.0762e-042,,,,,,,
2014-01-01 21:12:58,821,441882846005,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14457e+032,1.60629e-033,0.00783634,-7.26691e-024,,,,,,,
2014-01-01 21:13:59,115,441882906299,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14417e+032,3.68668e-041,3151.56,5.20793e-041,,,,,,,
2014-01-01 21:14:59,443,441882966627,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1518e+032,1.60629e-033,9.25068e+018,-6.03486e-023,,,,,,,
2014-01-01 21:15:59,872,441883027056,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,0,,,,,,,
2014-01-01 21:17:00,295,441883087479,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15054e+032,0,0,0,,,,,,,
2014-01-01 21:18:00,607,441883147791,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15462e+032,-7.02463e-021,2.5353e+030,9.92092e-024,,,,,,,
2014-01-01 21:19:01,142,441883208326,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14764e+032,1.60629e-033,4.78307e-007,-5.0252e-023,,,,,,,
2014-01-01 21:20:01,578,441883268762,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14773e+032,4.01585e-034,131468,-2.0011e-022,,,,,,,
2014-01-01 21:21:01,976,441883329160,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15417e+032,4.01573e-034,2.53345e-029,-3.67016e-022,,,,,,,
2014-01-01 21:22:02,314,441883389498,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14486e+032,4.01585e-034,1.58283e-030,-1.4222e-022,,,,,,,
2014-01-01 21:23:02,677,441883449861,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1563e+032,4.01573e-034,2.00616,-2.73403e-022,,,,,,,
2014-01-01 21:24:03,112,441883510296,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15048e+032,1.63225e+029,-1.7667e-024,-1.49433e-009,,,,,,,
2014-01-01 21:25:03,587,441883570771,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-8.39552e+006,6.49037e+032,4.60028e-024,,,,,,,
2014-01-01 21:26:04,229,441883631413,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15457e+032,6.34e+029,-0.0338908,-7.974e+026,,,,,,,
2014-01-01 21:27:04,539,441883691723,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14782e+032,3.89562e+019,-2172.81,-0.000240277,,,,,,,
2014-01-01 21:28:04,965,441883752149,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,9.33125e-042,1.03846e+034,2.20881e-024,,,,,,,
2014-01-01 21:29:05,302,441883812486,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15066e+032,1.60634e-033,1.91299e-006,-1.34293e-021,,,,,,,
2014-01-01 21:30:05,735,441883872919,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15209e+032,9.73904e+018,-543.188,8.18699e-023,,,,,,,
