'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState 1,'ACS SubState 2,'ACS SubState 3,'ACS SubState 4,'ACS SubState 5,'ACS SubState 6,'ACS SubState 7,'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C)
2014-02-05 00:00:31,186,444830498370,111376,1451,110010,40,40,100,41,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,63837,3452,1,19.6726
2014-02-05 00:01:36,194,444830563378,111408,1451,110043,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,64644,4345,228,19.1486
2014-02-05 00:02:41,510,444830628694,111441,1451,110075,40,40,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,65344,4568,486,18.6245
2014-02-05 00:03:46,322,444830693506,111473,1451,110108,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,121,4506,704,18.1001
2014-02-05 00:04:51,673,444830758857,111506,1451,110141,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,65504,4401,872,17.3657
2014-02-05 00:05:56,788,444830823972,111538,1451,110173,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,64876,4265,933,16.7359
2014-02-05 00:07:01,791,444830888975,111571,1451,110206,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,63802,3796,763,15.8957
2014-02-05 00:08:06,761,444830953945,111603,1451,110238,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,62712,2616,247,15.1602
2014-02-05 00:09:11,913,444831019097,111636,1451,110271,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.178,2500,0.02,2500,0.004,2500,0.27,2500,0.004,2500,0,0,0,62520,608,65010,14.5295
2014-02-05 00:10:17,119,444831084303,111669,1451,110303,40,40,100,41,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.258,2500,0.318,2500,0.004,2500,0,0,0,63514,64449,64366,13.7933
2014-02-05 00:11:22,39,444831149223,111701,1451,110336,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.526,2500,0.01,2500,0.004,2500,0,0,0,64707,63939,64063,13.3725
2014-02-05 00:12:27,136,444831214320,111734,1451,110368,40,40,100,41,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.526,2500,0.01,2500,0.004,2500,0,0,0,65508,64347,63971,13.162
2014-02-05 00:13:32,111,444831279295,111766,1451,110401,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.002,2500,0.434,2500,0.01,2500,0.128,2500,0,0,0,125,65245,63916,12.741
2014-02-05 00:14:37,178,444831344362,111799,1451,110433,40,40,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.464,2500,0,0,0,65136,723,63918,12.6357
2014-02-05 00:15:42,220,444831409404,111831,1451,110466,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.436,2500,0,0,0,64068,1324,64122,12.3198
2014-02-05 00:16:47,252,444831474436,111864,1451,110498,40,40,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.002,2500,0.004,2500,0.008,2500,0.564,2500,0,0,0,62807,1008,64686,12.2145
2014-02-05 00:17:52,219,444831539403,111896,1451,110531,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.002,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.54,2500,0,0,0,62261,65259,65406,11.8986
2014-02-05 00:18:57,811,444831604995,111929,1451,110564,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.55,2500,0.016,2500,0.002,2500,0.004,2500,0.008,2500,0.004,2500,0,0,0,62596,63626,393,11.6879
2014-02-05 00:20:02,478,444831669662,111961,1451,110596,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.422,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,63140,62537,513,11.4772
2014-02-05 00:21:07,997,444831735181,111994,1451,110629,100,100,100,100,100,100,0,0,0x00022020,0x007F1FFF,0.448,2500,0.016,2500,0.004,2500,0.004,2500,0.01,2500,0.006,2500,0,0,0,63278,62224,323,11.2665
2014-02-05 00:22:13,80,444831800264,112027,1451,110661,40,40,100,41,40,100,0,0,0x00022020,0x007F1FFF,0.558,2500,0.016,2500,0.002,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,0,0,0,154.068
