'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector (wx),'StateVector (wx),'StateVector (wy),'StateVector (wy),'StateVector (wz),'StateVector (wz),'StateVector (q1),'StateVector (q2),'StateVector (q3),'StateVector (qs),'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length,'QS Data[0],'QS Data[1],'QS Data[2],'QS Data[3],'Estimate Code,'Estimate UseSTR,'Estimate STR Status
2014-02-05 00:00:31,4,444830498188,0,0,0,3,1,Passive,1,Passive,0.00497612,0.285111,0.00483778,0.277184,-0.0011238,-0.0643892,0.187049,0.344945,0.888609,-0.237486,7,0,4,1,5,0,0,0,0,110008,31.2587,0,1,0,0,0,0,6,1,0,0,0,4,1,0.0138656,0.0282349,0.0297967,1.20539,0.112994,0.425846,0.562383,7,0,0,0,0,0,0,0
2014-02-05 00:01:36,25,444830563209,0,0,0,3,1,Passive,1,Passive,0.00377052,0.216035,0.0036273,0.207829,-0.00123985,-0.0710384,0.0369428,0.435672,0.855233,-0.278211,7,0,4,3,1,0,0,0,0,110040,30.8785,0,1,0,0,0,0,6,1,0,0,0,4,1,0.013281,0.0183036,0.0388339,1.21435,0.0479814,0.367222,1.03208,7,0,0,0,0,0,0,0
2014-02-05 00:02:41,81,444830628265,0,0,0,3,1,Passive,1,Passive,0.00190035,0.108882,0.00270698,0.155098,-0.00156011,-0.0893879,-0.0889055,0.476084,0.826614,-0.286615,7,0,4,3,1,0,0,0,0,110073,32.1624,0,1,0,0,0,0,6,1,0,0,0,4,1,0.0156289,0.0139947,0.0445387,1.37224,0.204792,0.340656,1.7575,7,0,0,0,0,0,0,0
2014-02-05 00:03:46,120,444830693304,0,0,0,3,1,Passive,1,Passive,3.27263e-005,0.00187508,0.00190846,0.109347,-0.00239568,-0.137263,-0.190629,0.465548,0.826675,-0.252062,7,0,4,3,1,0,0,0,0,110105,34.6712,0,1,0,0,0,0,6,1,0,0,0,4,1,0.0204183,0.0165265,0.0448845,1.44686,0.399262,0.215712,2.44658,7,0,0,0,0,0,0,0
2014-02-05 00:04:51,161,444830758345,0,0,0,3,1,Passive,1,Passive,-0.00176379,-0.101058,0.000983334,0.0563409,-0.00360389,-0.206488,-0.272318,0.401564,0.8564,-0.176548,7,0,4,3,1,0,0,0,0,110138,38.1697,0,1,0,0,0,0,6,1,0,0,0,4,1,0.0236642,0.0147852,0.0396892,0.942866,0.33516,0.0591218,1.86495,7,0,0,0,0,0,0,0
2014-02-05 00:05:56,620,444830823804,0,0,0,3,1,Passive,1,Passive,-0.00341445,-0.195633,0.000276938,0.0158674,-0.00515399,-0.295302,-0.335963,0.270951,0.900008,-0.0608254,7,0,4,3,1,0,0,0,0,110171,42.2604,0,1,0,0,0,0,6,1,0,0,0,4,1,0.0265013,0.0140717,0.0385542,0.865049,0.301905,0.283564,1.66989,7,0,0,0,0,0,0,0
2014-02-05 00:07:01,622,444830888806,0,0,0,3,1,Passive,1,Passive,-0.00517635,-0.296583,-0.000125198,-0.00717333,-0.00686276,-0.393207,-0.382314,0.0647835,0.917773,0.085628,7,0,4,3,1,0,0,0,0,110203,46.5799,0,1,0,0,0,0,6,1,0,0,0,4,1,0.0248241,0.0217419,0.0340214,0.979364,0.286065,0.553189,1.51044,7,0,0,0,0,0,0,0
2014-02-05 00:08:06,627,444830953811,0,0,0,3,1,Passive,1,Passive,-0.00610358,-0.349709,-0.000466511,-0.0267291,-0.0078715,-0.451004,-0.394576,-0.207235,0.862112,0.241093,7,0,4,3,1,0,0,0,0,110236,51.2428,0,1,0,0,0,0,6,1,0,0,0,4,1,0.0178561,0.0337659,0.0248838,1.29895,0.297818,0.880065,1.32861,7,0,0,0,0,0,0,0
2014-02-05 00:09:11,788,444831018972,0,0,0,3,1,Passive,1,Passive,-0.00716177,-0.410339,-0.00853474,-0.489005,-0.00479037,-0.274468,-0.0199058,-0.480087,0.865181,0.143464,7,4,4,5,2,0,0,0,0,110268,55.8947,1,0,0,0,0,0,6,1,1,0,0,4,1,0.0144805,0.0293505,0.0135412,0.0731478,0.0420659,0.0520444,0.0544721,7,0,0,0,0,0,0,0
2014-02-05 00:10:16,890,444831084074,0,0,0,3,1,Passive,1,Passive,-0.00703738,-0.403212,0.000256288,0.0146842,-0.00737854,-0.422759,0.126912,-0.628703,0.690143,0.335154,7,4,5,4,6,0,0,0,0,110301,60.7463,0,1,0,0,0,0,6,1,1,0,0,4,1,0.0142062,0.013625,0.0127403,0.0647197,0.044883,0.0398951,0.0443542,7,0,0,0,0,0,0,0
