'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'ACS Cycle Count,'ACS Cycle Timeout Count,'ACS Cycle OASYS Count,'ACS State,'ACS SubState[0],'ACS SubState[1],'ACS SubState[2],'ACS SubState[3],'ACS SubState[4],'ACS SubState[5],'ACS SubState[6],'ACS SubState[7],'ACS SubState[8],'ACS SubState[9],'ACS Error Code,'ACS Device Config Mask,'SS CoarseVoltage 0(V),'SS Exposure Time 0(ms),'SS CoarseVoltage 1(V),'SS Exposure Time 1(ms),'SS CoarseVoltage 2(V),'SS Exposure Time 2(ms),'SS CoarseVoltage 3(V),'SS Exposure Time 3(ms),'SS CoarseVoltage 4(V),'SS Exposure Time 4(ms),'SS CoarseVoltage 5(V),'SS Exposure Time 5(ms),'Wheel Speed[0](rad/s),'Wheel Speed[1](rad/s),'Wheel Speed[2](rad/s),'Magnetometer X,'Magnetometer Y,'Magnetometer Z,'Magnetometer Temperature(°C),'Rate Sensor X,'Rate Sensor Y,'Rate Sensor Z,'Rate Sensor Temperature(°C)
2014-01-04 10:56:32,716,442105059900,86256,758,85721,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.002,2500,0.204,2500,0.116,2500,0.42,2500,0.016,2500,3.574,2500,0,0,0,63910,64200,64350,10.9503,0,0,0,0
2014-01-04 10:57:32,811,442105119995,86286,758,85751,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.002,2500,0.54,2500,1.222,2500,0.004,2500,0.074,2500,3.288,2500,0,0,0,64189,62042,64822,10.6341,0,0,0,0
2014-01-04 10:58:32,962,442105180146,86317,758,85781,30,100,30,31,100,100,0,0,0,0,0,139296,0x007F1FFF,0,2500,0,2500,0,2500,0,2500,0,2500,0,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-04 10:59:33,354,442105240538,86347,758,85811,40,40,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.098,2500,0.736,2500,3.368,2500,0.048,2500,0.468,2500,0.768,2500,0,0,0,796,61417,342,10.5287,0,0,0,0
2014-01-04 11:00:34,575,442105301759,86377,758,85842,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.272,2500,0.276,2500,3.424,2500,0.196,2500,0.95,2500,0.006,2500,0,0,0,1891,63257,698,10.5287,0,0,0,0
2014-01-04 11:01:34,683,442105361867,86407,758,85872,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.332,2500,0.018,2500,2.57,2500,0.116,2500,1.88,2500,0.006,2500,0,0,0,2275,673,654,10.4233,0,0,0,0
2014-01-04 11:02:35,197,442105422381,86438,758,85902,40,40,100,41,100,100,0,0,0,0,0,139296,0x007F1FFF,1.006,2500,0.018,2500,1.694,2500,0.004,2500,1.956,2500,0.004,2500,0,0,0,1930,2647,380,10.7395,0,0,0,0
2014-01-04 11:03:36,313,442105483497,86468,758,85933,202,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,2.28,2500,0.016,2500,0.716,2500,0.004,2500,1.286,2500,0.006,2500,0,0,0,1195,3555,65293,10.6341,0,0,0,0
2014-01-04 11:04:36,549,442105543733,86498,758,85963,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,1.77,2500,0.018,2500,0.004,2500,0.004,2500,0.01,2500,0.004,2500,0,0,0,406,2856,64746,10.5287,0,0,0,0
2014-01-04 11:05:36,701,442105603885,86528,758,85993,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,3.394,2500,0.018,2500,0.026,2500,0.004,2500,0.01,2500,0.27,2500,0,0,0,65367,768,64507,10.7395,0,0,0,0
2014-01-04 11:06:37,56,442105664240,86559,758,86023,40,40,100,41,40,100,0,0,0,0,0,139296,0x007F1FFF,1.084,2500,0.016,2500,0.006,2500,0.004,2500,0.008,2500,0.004,2500,0,0,0,0,0,0,154.068,0,0,0,0
2014-01-04 11:07:38,353,442105725537,86589,758,86054,202,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,1.336,2500,0.016,2500,0.216,2500,0.004,2500,0.01,2500,1.49,2500,0,0,0,65254,62911,65117,10.9503,0,0,0,0
2014-01-04 11:08:38,715,442105785899,86619,758,86084,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.262,2500,0.018,2500,1.406,2500,0.004,2500,0.01,2500,2.166,2500,0,0,0,112,62598,203,10.9503,0,0,0,0
2014-01-04 11:09:38,800,442105845984,86649,758,86114,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.002,2500,0.016,2500,1.87,2500,0.004,2500,0.008,2500,1.316,2500,0,0,0,558,63694,706,11.3719,0,0,0,0
2014-01-04 11:10:39,163,442105906347,86680,758,86144,40,40,100,41,100,100,0,0,0,0,0,139296,0x007F1FFF,0.002,2500,0.016,2500,1.74,2500,0.004,2500,0.01,2500,0.192,2500,0,0,0,712,65171,857,11.3719,0,0,0,0
2014-01-04 11:11:40,593,442105967777,86710,758,86175,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.002,2500,0.016,2500,1.074,2500,0.004,2500,0.008,2500,0.006,2500,0,0,0,539,1541,794,11.7933,0,0,0,0
2014-01-04 11:12:40,831,442106028015,86740,758,86205,100,100,100,100,100,100,0,0,0,0,0,139296,0x007F1FFF,0.002,2500,0.016,2500,0.972,2500,0.004,2500,0.062,2500,0.004,2500,0,0,0,65436,2534,567,12.1092,0,0,0,0
