'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector Data[0],'StateVector Data[1],'StateVector Data[2],'StateVector Data[3],'StateVector Data[4],'StateVector Data[5],'StateVector Data[6],'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length
2014-01-27 07:06:47,222,444078474406,0,0,0,3,1,Passive,1,Passive,0.0598884,-0.114004,-0.0163524,-0.829682,0.468419,0.242091,0.183311,7,1,1,3,6,0,0,0,0,63223,122.772,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0156397,0.0130689,0.0136875,0.0309158,0.0437378,0.0486387,0.0567633,7
2014-01-27 07:07:48,393,444078535577,0,0,0,3,1,Passive,1,Passive,0.053322,-0.115581,-0.0116593,0.420995,-0.274469,-0.525018,-0.686867,7,3,3,6,1,0,0,0,0,63254,128.012,1,0,0,0,0,0,6,1,1,0,0,4,0,0.014323,0.0128193,0.0154224,0.0408671,0.0622548,0.0391981,0.0406377,7
2014-01-27 07:08:48,624,444078595808,0,0,0,3,1,Passive,1,Passive,0.0471836,-0.118598,5.01749e-005,0.124396,0.0150994,0.580261,0.804733,7,6,6,4,3,0,0,0,0,63284,133.114,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0145958,0.0136194,0.0144684,0.0436509,0.0712167,0.0379031,0.0291394,7
2014-01-27 07:09:48,745,444078655929,0,0,0,3,1,Passive,1,Passive,0.0414836,-0.116028,0.0135167,-0.609023,0.244434,-0.457334,-0.600157,7,5,5,6,4,0,0,0,0,63314,138.186,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0152641,0.0136707,0.0141776,0.038321,0.0653351,0.0471407,0.0448515,7
2014-01-27 07:10:48,872,444078716056,0,0,0,3,1,Passive,1,Passive,0.0181266,-0.113482,0.0247594,0.802619,-0.511609,0.209969,0.223545,7,5,5,1,6,0,0,0,0,63344,143.106,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0137412,0.0128493,0.0161639,0.0323084,0.0478847,0.0555513,0.0658558,7
2014-01-27 07:11:49,135,444078776319,0,0,0,3,1,Passive,1,Passive,-0.00432312,-0.111769,0.0493023,-0.64631,0.719127,0.104027,0.233062,7,1,1,6,5,0,0,0,0,63374,147.63,1,1,0,0,0,0,6,1,1,0,0,4,0,0.015419,0.0128344,0.0144093,0.0342445,0.0337294,0.0514701,0.0818839,7
2014-01-27 07:12:50,493,444078837677,0,0,0,3,1,Passive,1,Passive,-0.0209943,-0.102486,0.0727347,0.0887007,-0.653486,-0.502242,-0.559322,7,6,6,3,1,0,0,0,0,63405,151.435,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0143576,0.0155732,0.0136772,0.0417788,0.0634644,0.0372834,0.0785956,7
2014-01-27 07:13:50,652,444078897836,0,0,0,3,1,Passive,1,Passive,-0.0450547,-0.0789889,0.0911802,0.412353,0.375879,0.708773,0.431649,7,4,4,6,1,0,0,0,0,63435,153.559,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0142634,0.0154718,0.0136045,0.0483592,0.083186,0.042273,0.0585077,7
2014-01-27 07:14:51,77,444078958261,0,0,0,3,1,Passive,1,Passive,-0.0588164,-0.0451439,0.104435,-0.660629,0.0830627,-0.736535,-0.119106,7,5,5,2,4,0,0,0,0,63465,153.35,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0162041,0.0137275,0.0128735,0.0641262,0.0741314,0.0525328,0.0422768,7
2014-01-27 07:15:51,358,444079018542,0,0,0,3,1,Passive,1,Passive,-0.0671905,-0.0119641,0.104948,0.54862,-0.574985,0.586394,-0.156688,7,5,5,2,4,0,0,0,0,63495,150.418,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0132995,0.0166871,0.0135861,0.0818053,0.0511301,0.0478427,0.0474714,7
