'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'SStates Loadshed,'SStates Loadshed Latch,'SStates Test Mode,'SStates Magnetometer,'SStates PXFSS,'SStates NXFSS,'SStates PYFSS,'SStates NYFSS,'SStates PZFSS,'SStates NZFSS,'SStates XWheel,'SStates YWheel,'SStates ZWheel,'SStates RateGyro,'SStates MTX,'SStates MTY,'SStates MTZ,'SStates GPS Supply,'SStates 5V Supply,'SStates Spare,'SStates Instrument,'SStates GPS,'SStates BCDR0State,'SStates BCDR1State,'+X Panel Current(mA),'+Y Panel Current(mA),'+Z Panel Current(mA),'-X Panel Current(mA),'-Y Panel Current(mA),'-Z Panel Current(mA),'+X Panel Temperature(°C),'+Y Panel Temperature(°C),'+Z Panel Temperature(°C),'-X Panel Temperature(°C),'-Y Panel Temperature(°C),'-Z Panel Temperature(°C),'Bus Voltage(V),'Main Switch Current(A),'5V Rail Voltage(V),'3V Rail Voltage(V),'3V Rail Current(mA),'ADC0 Temperture(°C),'ADC1 Temperture(°C),'ADC2 Temperture(°C),'BCDR0 Battery Voltage(V),'BCDR1 Battery Voltage(V),'HKC Current(mA),'ADCC Current(mA),'Magnetometer Voltage(V),'Rate Sensor Voltage(V),'Rate Sensor Current(mA),'Sun Sensor Voltage(V),'Sun Sensor Current(mA),'Mag. Torquer X Current(mA),'Mag. Torquer Y Current(mA),'Mag. Torquer Z Current(mA),'Wheel Sum Current(mA),'Wheel X Voltage(V),'Wheel Y Voltage(V),'Wheel Z Voltage(V),'ST Switch Voltage(V),'ST Switch Current(mA),'ST Voltage(V),'ST Current(mA),'Instrument Voltage(V),'Instrument Current(mA),'UHF Rx Current(mA),'UHF Rx Temperature(°C),'UHF Rx SSI(V),'S-Band Tx Voltage(V),'S-Band Tx Current(A)
2014-02-25 00:00:07,257,446558474441,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,2.3475,-1.14199,1.58755,1.34434,3.48827,2.07348,2.19488,4.17581,0.44759,4.97293,2.97494,8.78906,12.25,11.875,12.75,3.94601,3.97741,118.571,10.2539,4.9531,4.82256,2.0535,8.19844,55.9896,1.68158,1.86842,0.934212,109.049,4.15969,4.15724,4.16949,0.374468,0.244,1.18717,0.313,0,20.345,23.0635,11.8832,0.469969,0,0.0219726
2014-02-25 00:01:07,997,446558535181,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,2.3475,-1.10097,1.10095,0.816728,2.92267,1.42543,1.70909,4.18497,0.252278,5.08474,2.97707,8.05664,11.625,11.5,12.5,3.95829,3.97741,119.059,10.3353,5.05994,4.95965,2.1645,2.57411,1.13932,1.55702,1.86842,0.871931,54.5246,4.17439,4.17194,4.1842,0.376915,0.244,1.18717,0.313,0,20.345,23.0635,11.4726,0.474852,0,0.0219726
2014-02-25 00:02:08,104,446558595288,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,2.3475,-1.5939,1.01977,0.410164,2.19488,0.816728,1.14153,4.18314,0.307209,5.01875,2.97707,8.13802,11.25,11.125,11.875,3.95693,3.97741,118.489,10.3353,5.0108,4.86173,2.22,2.12341,1.13932,1.55702,1.86842,0.871931,62.6626,4.16949,4.16704,4.1793,0.376915,0.244,1.19388,0.313,0,21.1588,22.8817,11.1066,0.463256,0,0.0219726
2014-02-25 00:03:08,194,446558655378,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,2.3475,6.26,2.3475,-2.4192,0.613529,0.16589,1.58755,0.532204,0.410164,4.17948,0.319416,5.12324,2.97707,8.2194,10.75,10.5,11.375,3.9542,3.97741,118.001,10.2539,5.05781,4.98168,2.109,1.80283,1.13932,1.55702,1.86842,0.871931,74.0558,4.1793,4.17439,4.1891,0.376915,0.244,1.19388,0.313,0,21.1588,23.0635,10.6936,0.471801,0,0.0219726
2014-02-25 00:04:08,359,446558715543,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,2.3475,-3.20819,-0.160237,-0.119443,1.26323,0.16589,-0.323498,4.19413,0.333658,5.03708,2.97707,8.13802,10.25,10,11,3.95283,3.97741,118.652,10.4166,5.02575,4.90579,2.1645,1.4283,1.13932,1.55702,1.86842,0.871931,87.0766,4.16459,4.16214,4.17439,0.376915,0.244,1.19388,0,0,20.345,23.0375,10.2793,0.496215,0,0.0219726
2014-02-25 00:05:08,457,446558775641,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,2.3475,-3.58381,-0.814133,-0.527768,1.01977,-0.364334,-0.896037,4.16848,0.356037,5.05358,2.97707,8.30078,9.875,9.625,10.375,3.94874,3.97741,118.327,10.3353,5.0514,4.92293,2.1645,1.22516,1.13932,1.55702,1.86842,0.871931,109.863,4.15969,4.15969,4.16949,0.379362,0.244,1.20059,0,0,20.345,22.7259,9.9097,0.634764,0,0.0219726
2014-02-25 00:06:08,580,446558835764,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,2.3475,-3.58381,-1.30617,-1.05997,0.491531,-0.977981,-1.34724,4.18497,0.360107,5.06641,2.97707,7.8125,9.5,9,10,3.94464,3.97741,118.245,9.7656,5.05353,4.81277,1.6095,0.977592,1.13932,1.55702,1.86842,0.871931,119.629,4.16704,4.16459,4.1793,0.379362,0.244,1.20059,0,0,20.345,22.9856,9.49248,0.457152,0,0.0219726
2014-02-25 00:07:08,693,446558895877,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,2.3475,-3.96074,-1.42942,-1.55276,-0.160237,-1.55276,-1.79977,4.18314,0.345865,5.00959,2.97707,7.89388,9,8.75,9.625,3.94464,3.97741,118.408,10.4166,5.02148,4.85683,2.1645,0.869676,1.13932,1.49474,1.86842,0.934212,99.2836,4.16949,4.16459,4.1793,0.379362,0.244,1.20059,0,0,20.345,22.7778,9.12026,0.509642,0,0.0219726
2014-02-25 00:08:08,807,446558955991,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,9.39,2.3475,-4.71886,-1.71738,-1.84097,-0.773195,-1.92343,-2.4192,4.17764,0.370279,5.01875,2.97707,8.2194,8.375,8.25,9.375,3.94191,3.97741,118.571,10.4166,5.02362,4.87642,2.1645,0.850632,1.13932,1.55702,1.86842,0.934212,123.698,4.16214,4.15969,4.17194,0.379362,0.244,1.20059,0,0,20.345,23.0375,8.65305,0.466307,0,0.0219726
2014-02-25 00:09:09,218,446559016402,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.7825,1.565,3.13,804.41,439.765,55.5575,-5.44057,-2.37781,-2.00593,-0.364334,0.532204,-2.62633,5.03883,0.400796,4.97476,2.97707,8.38216,8.25,8,8.75,4.14262,3.97741,103.515,10.498,4.95524,4.86418,2.109,8.20162,56.8848,1.6193,1.86842,0.871931,96.0284,4.92201,4.91711,4.93181,0.38181,0.244,1.2073,0.313,0,20.345,23.0115,8.32468,0.466918,0,0.0219726
2014-02-25 00:10:09,904,446559077088,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.13,734.767,6.26,330.215,-5.82508,-2.95847,-2.25374,2.55888,1.58755,-1.84097,5.24038,0.28483,5.06641,2.9792,8.13802,7.625,7.625,8.5,4.15764,3.97741,97.9001,10.6608,5.08772,5.02574,2.664,7.70965,1.13932,2.42895,1.86842,0.871931,65.9178,5.26518,5.26273,5.27743,0.38181,0.244,1.2073,0,0,19.5312,22.9596,8.13652,0.480956,0,0.0219726
2014-02-25 00:11:10,17,446559137201,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,505.495,1.565,3.9125,1.565,7.0425,517.232,-3.75116,-3.29155,-2.54344,4.13447,0.857349,0.979174,5.31367,0.290933,5.03342,2.9792,7.97526,7.5,7.25,8.125,4.1317,3.97741,99.2022,10.1725,5.03644,4.9572,2.7195,2.51063,1.13932,1.49474,1.86842,0.871931,107.422,5.18674,5.18184,5.199,0.38181,0.244,1.2073,0,0,20.345,23.1154,7.90079,0.468749,0,0.0211588
2014-02-25 00:12:10,119,446559197303,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,323.955,3.9125,1.565,7.0425,338.04,-1.84097,-1.75857,-2.75078,2.76101,0.125152,4.29602,5.34665,0.278726,5.04625,2.9792,8.2194,7.125,6.875,7.875,4.1317,3.97741,99.6905,10.498,5.0343,4.95475,2.7195,1.8917,1.2207,1.49474,1.86842,0.871931,87.0766,5.22351,5.2186,5.23576,0.38181,0.244,1.214,0,0,20.345,22.7778,7.71176,0.699461,0,0.0219726
2014-02-25 00:13:14,131,446559261315,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,390.467,448.373,-2.9169,0.28806,-2.83381,1.54703,1.79009,6.07495,5.1341,0.34383,5.07191,2.9792,8.05664,6.5,6.5,7.25,4.13716,3.97741,102.457,10.9863,5.0343,4.97678,1.9425,1.89805,1.13932,1.49474,1.86842,0.871931,100.911,4.99555,4.99064,5.0078,0.38181,0.244,1.214,0,0,21.1588,22.9336,7.61709,0.465087,0,0.0219726
