'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector (wx),'StateVector (wx),'StateVector (wy),'StateVector (wy),'StateVector (wz),'StateVector (wz),'StateVector (q1),'StateVector (q2),'StateVector (q3),'StateVector (qs),'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length,'QS Data[0],'QS Data[1],'QS Data[2],'QS Data[3],'Estimate Code,'Estimate UseSTR,'Estimate STR Status
2014-02-25 00:00:12,261,446558479445,0,0,0,3,1,Passive,1,Passive,-0.0060406,-0.346101,-0.00220726,-0.126467,-0.0209401,-1.19978,-0.483075,0.763481,0.421552,-0.077648,7,0,4,3,6,0,0,0,0,49624,34.3626,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0142909,0.0220197,0.0274911,0.44653,0.245102,0.105352,0.734578,7,0,0,0,0,0,0,0
2014-02-25 00:01:17,846,446558545030,0,0,0,3,1,Passive,1,Passive,-0.00807775,-0.462821,-0.00176938,-0.101378,-0.0204405,-1.17115,-0.795769,0.194777,0.561466,0.11649,7,0,4,3,6,0,0,0,0,49657,31.9898,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0194885,0.0155914,0.0276972,0.391185,0.485955,0.56066,0.695041,7,0,0,0,0,0,0,0
2014-02-25 00:02:23,9,446558610193,0,0,0,3,1,Passive,1,Passive,-0.00840802,-0.481744,-0.00284455,-0.162981,-0.0207993,-1.19171,-0.702934,-0.499736,0.450058,0.231507,7,0,4,3,6,0,0,0,0,49690,31.5276,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0176401,0.0258079,0.0170021,0.339409,0.409967,0.99413,0.107209,7,0,0,0,0,0,0,0
2014-02-25 00:03:28,21,446558675205,0,0,0,3,1,Passive,1,Passive,-0.00914198,-0.523797,-0.00328303,-0.188104,-0.0210506,-1.20611,-0.215094,-0.948381,0.0892181,0.215286,7,0,4,3,1,0,0,0,0,49722,32.6978,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0301958,0.0142752,0.0136187,0.209566,0.177591,0.764554,0.60394,7,0,0,0,0,0,0,0
2014-02-25 00:04:33,84,446558740268,0,0,0,3,1,Passive,1,Passive,-0.00827697,-0.474235,-0.00500915,-0.287003,-0.0156773,-0.898241,0.292175,-0.912166,-0.282705,0.0516198,7,0,4,3,1,0,0,0,0,49755,35.2013,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0136486,0.0317031,0.0138463,0.145094,0.0281985,0.341894,1.20026,7,0,0,0,0,0,0,0
2014-02-25 00:05:38,154,446558805338,0,0,0,3,1,Passive,1,Passive,-0.00936717,-0.536699,-0.00413218,-0.236756,-0.0174397,-0.999222,0.644602,-0.536548,-0.530533,-0.123047,7,0,4,3,1,0,0,0,0,49787,38.5093,0,0,0,0,0,0,6,1,0,0,0,4,0,0.025463,0.0192285,0.0195195,0.0776161,0.0605842,0.347295,1.16779,7,0,0,0,0,0,0,0
2014-02-25 00:06:43,184,446558870368,0,0,0,3,1,Passive,1,Passive,-0.0111065,-0.636357,-0.00420918,-0.241168,-0.0182469,-1.04547,0.761716,0.124135,-0.594328,-0.226169,7,0,4,3,1,0,0,0,0,49820,42.5132,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0189978,0.02355,0.0183231,0.420764,0.067716,0.789003,0.655949,7,0,0,0,0,0,0,0
2014-02-25 00:07:48,202,446558935386,0,0,0,3,1,Passive,1,Passive,-0.010766,-0.616847,-0.00431106,-0.247005,-0.0200462,-1.14856,0.524242,0.724465,-0.366903,-0.256326,7,0,4,3,6,0,0,0,0,49852,46.7598,0,0,0,0,0,0,6,1,0,0,0,4,0,0.0200145,0.0246185,0.0146002,0.700067,0.0612109,0.852909,0.0495337,7,0,0,0,0,0,0,0
2014-02-25 00:08:53,683,446559000867,0,0,0,3,1,Passive,1,Passive,-0.00923251,-0.528984,-0.0040719,-0.233302,-0.0179682,-1.0295,0.0213932,0.991702,0.0470062,-0.117728,7,4,4,6,3,0,0,0,0,49885,51.3777,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0147563,0.0132148,0.0133295,0.0582392,0.0202664,0.064794,0.0583673,7,0,0,0,0,0,0,0
2014-02-25 00:09:58,747,446559065931,0,0,0,3,1,Passive,1,Passive,-0.00690361,-0.395548,-0.00234453,-0.134332,-0.0156841,-0.898631,-0.504207,0.800619,0.31649,-0.0679667,7,6,6,3,4,0,0,0,0,49918,56.1054,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0128786,0.0150114,0.012802,0.0449247,0.0346893,0.0439751,0.0716624,7,0,0,0,0,0,0,0
2014-02-25 00:11:03,812,446559130996,0,0,0,3,1,Passive,1,Passive,-0.00917969,-0.525958,-0.0040062,-0.229538,-0.0193601,-1.10925,-0.795497,0.299987,0.517306,0.0979095,7,3,3,1,4,0,0,0,0,49950,60.7517,1,0,0,0,0,0,6,1,1,0,0,4,0,0.014979,0.0126747,0.0129398,0.0297955,0.0477394,0.0416863,0.069796,7,0,0,0,0,0,0,0
