'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'Reset Count File,'Reset Reason File,'Comm Err Count File,'Scrub Index File,'SEU Count File,'Init Pointer File,'Ping Pointer File,'ADC Raw1 File,'ADC Raw2 File,'ADC Raw3 File,'ADC Raw4 File,'PWM Setting File,'PWM Period File,'PWM Controller Pointer File,'PWM Controller Cycle File,'PWM DCycle1 File,'PWM DCycle2 File,'PWM DCycle3 File,'PWM DCycle4 File,'Converted Temp1 File(°C),'Converted Temp2 File(°C),'Converted Temp3 File(°C),'Converted Temp4 File(°C),'Controller P Gain File,'Controller I Gain File,'Controller D Gain File,'Controller I Max File,'Controller Max DT File,'Controller SetPoint File,'Controller I State File
2014-01-06 10:17:33,573,442275520757,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15542e+032,0,0,0,,,,,,,
2014-01-06 10:18:34,38,442275581222,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14392e+032,1.60629e-033,0.00783706,-6.35191e-026,,,,,,,
2014-01-06 10:19:34,487,442275641671,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1528e+032,0,0,0,,,,,,,
2014-01-06 10:20:35,366,442275702550,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14834e+032,0,0,0,,,,,,,
2014-01-06 10:21:35,778,442275762962,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,2.75506e-040,,,,,,,
2014-01-06 10:22:36,246,442275823430,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1463e+032,0,2.31517e-037,4.20076e-040,,,,,,,
2014-01-06 10:23:37,365,442275884549,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14378e+032,6.94419e-018,4.15384e+034,9.9033e-025,,,,,,,
2014-01-06 10:24:37,856,442275945040,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14873e+032,1.5849e+029,-547.61,-2.31222e-009,,,,,,,
2014-01-06 10:25:38,284,442276005468,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1463e+032,0,2.3204e-037,4.20076e-040,,,,,,,
2014-01-06 10:26:38,692,442276065876,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14621e+032,0,0,0,,,,,,,
2014-01-06 10:27:39,630,442276126814,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15515e+032,0,0,0,,,,,,,
2014-01-06 10:28:40,72,442276187256,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14779e+032,1.5849e+029,-2.831e-023,-1.71003e-008,,,,,,,
2014-01-06 10:29:41,671,442276248855,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14813e+032,1.5849e+029,-3.26475e-005,-2.89307e+010,,,,,,,
2014-01-06 10:30:42,83,442276309267,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15042e+032,-2.77768e-017,1.66153e+035,3.68475e-024,,,,,,,
2014-01-06 10:31:43,371,442276370555,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14693e+032,0,0,0,,,,,,,
2014-01-06 10:32:43,705,442276430889,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14422e+032,1.60624e-033,2054.5,-2.15927e-026,,,,,,,
2014-01-06 10:33:44,187,442276491371,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14432e+032,1.60624e-033,8.02515,-9.53512e-026,,,,,,,
2014-01-06 10:34:44,675,442276551859,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,0,0,0,,,,,,,
2014-01-06 10:35:45,688,442276612872,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.15239e+032,1.59555e+023,-8.90215e+006,-2.25507e-025,,,,,,,
2014-01-06 10:36:46,130,442276673314,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14749e+032,1.5849e+029,-2.24288e+006,-5.20085e+020,,,,,,,
2014-01-06 10:37:47,361,442276734545,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14684e+032,1.60629e-033,4.56149e-013,-2.03946e-025,,,,,,,
2014-01-06 10:38:47,803,442276794987,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14437e+032,1.60629e-033,4.67125e-010,-2.46787e-025,,,,,,,
2014-01-06 10:39:48,256,442276855440,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-1.13777e-013,4.15384e+034,4.72698e-025,,,,,,,
2014-01-06 10:40:48,670,442276915854,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14889e+032,0,0,0,,,,,,,
2014-01-06 10:41:49,102,442276976286,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14442e+032,1.60629e-033,7.65338e-006,-1.2215e-025,,,,,,,
2014-01-06 10:42:49,583,442277036767,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14714e+032,1.58495e+029,-4.04088e+022,-1.50927e+032,,,,,,,
2014-01-06 10:43:49,992,442277097176,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14709e+032,1.58495e+029,-9.18763e+009,-1.64542e+022,,,,,,,
2014-01-06 10:44:50,471,442277157655,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14377e+032,-7.11107e-015,2.59615e+033,6.03654e-024,,,,,,,
2014-01-06 10:45:50,902,442277218086,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1486e+032,0,0,0,,,,,,,
2014-01-06 10:46:51,388,442277278572,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1463e+032,0,2.36e-037,4.21869e-040,,,,,,,
2014-01-06 10:47:51,808,442277338992,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1463e+032,0,2.36172e-037,4.21869e-040,,,,,,,
2014-01-06 10:48:52,217,442277399401,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14844e+032,1.55811e+020,-2172.94,2.67792e-037,,,,,,,
2014-01-06 10:49:52,685,442277459869,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.1465e+032,1.58495e+029,-2.71179e+030,-1.19511e+032,,,,,,,
2014-01-06 10:50:53,87,442277520271,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14625e+032,1.58495e+029,-0.0334206,-2.66991e-008,,,,,,,
2014-01-06 10:51:53,556,442277580740,,,,,,,,-1.#QNAN,-1.#QNAN,-1.#QNAN,-1.#QNAN,,,,,,,,,-3.14617e+032,0,0,0,,,,,,,
