'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector Data[0],'StateVector Data[1],'StateVector Data[2],'StateVector Data[3],'StateVector Data[4],'StateVector Data[5],'StateVector Data[6],'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length
2014-01-23 08:22:29,693,443737416877,0,0,0,3,1,Passive,1,Passive,-0.0154953,-0.0934548,0.0255116,0.227657,0.526883,-0.017186,-0.818701,7,3,3,6,4,0,0,0,0,83163,117.157,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0137076,0.0131202,0.0146091,0.0478831,0.0434111,0.0578306,0.0346334,7
2014-01-23 08:23:30,717,443737477901,0,0,0,3,1,Passive,1,Passive,-0.0239151,-0.085482,0.0395014,-0.166284,-0.316589,0.125802,0.925362,7,3,6,3,1,0,0,0,0,83194,115.538,1,1,0,0,0,0,6,1,1,0,0,4,0,0.0134848,0.0135221,0.0143156,0.0480994,0.051005,0.0562417,0.0256735,7
2014-01-23 08:24:32,838,443737540022,0,0,0,3,1,Passive,1,Passive,-0.0338942,-0.0745525,0.0506242,0.103064,0.0835992,-0.183126,-0.974091,7,6,6,3,1,0,0,0,0,83225,113.155,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0133708,0.0140764,0.0139626,0.0477977,0.0552478,0.0529452,0.0208433,7
2014-01-23 08:25:32,966,443737600150,0,0,0,3,1,Passive,1,Passive,-0.0432881,-0.0637638,0.0591831,-0.0095887,0.203,0.120935,0.971635,7,6,6,1,5,0,0,0,0,83255,110.345,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0133218,0.014502,0.0134382,0.0466603,0.0565802,0.0498298,0.0240277,7
2014-01-23 08:26:33,103,443737660287,0,0,0,3,1,Passive,1,Passive,-0.0520614,-0.0473007,0.0662039,-0.0948095,-0.466191,0.0015085,-0.879588,7,6,6,1,5,0,0,0,0,83285,107.222,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0132433,0.0144949,0.0132254,0.0458286,0.0528029,0.0474756,0.0335934,7
2014-01-23 08:27:33,235,443737720419,0,0,0,3,1,Passive,1,Passive,-0.0590561,-0.0291479,0.0700871,0.175292,0.625611,-0.190553,0.735917,7,6,5,1,6,0,0,0,0,83315,103.919,1,0,1,0,0,0,6,1,1,0,0,4,0,0.013289,0.0141391,0.0134396,0.0464364,0.0490193,0.045842,0.0409363,7
2014-01-23 00:00:44,254,443707311438,0,0,0,3,1,Passive,1,Passive,-0.0424472,-0.0500441,0.0621539,-0.212284,-0.955828,0.185338,0.0835356,7,4,4,6,5,0,0,0,0,68187,109.248,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0139418,0.013399,0.0136443,0.0632873,0.0234698,0.0460134,0.0443242,7
2014-01-23 00:01:45,480,443707372664,0,0,0,3,1,Passive,1,Passive,-0.0524162,-0.036066,0.0677976,0.0691485,0.853152,-0.390507,-0.338901,7,4,4,6,5,0,0,0,0,68216,111.434,0,1,0,0,0,0,6,1,1,0,0,4,0,0.0144287,0.0135453,0.0129199,0.0629616,0.0303328,0.0458212,0.0417445,7
2014-01-23 00:02:45,722,443707432906,0,0,0,3,1,Passive,1,Passive,-0.062634,-0.0212886,0.0656218,0.181934,-0.56738,0.546762,0.588244,7,6,6,4,5,0,0,0,0,68246,112.727,1,0,1,0,0,0,6,1,1,0,0,4,0,0.0145065,0.0134171,0.0128633,0.0571111,0.047261,0.0422008,0.0387462,7
2014-01-23 00:03:46,785,443707493969,0,0,0,3,1,Passive,1,Passive,-0.0647882,-0.00850523,0.0617544,-0.398196,0.218006,-0.600503,-0.658262,7,6,6,5,4,0,0,0,0,68276,113.16,1,0,1,0,0,0,6,1,1,0,0,4,0,0.0141079,0.013571,0.0131229,0.0488454,0.0565904,0.0383545,0.0409822,7
2014-01-23 00:04:47,513,443707554697,0,0,0,3,1,Passive,1,Passive,-0.0690866,-0.0017186,0.0537091,0.59086,0.200281,0.466393,0.627096,7,5,5,6,4,0,0,0,0,68306,112.748,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0133773,0.0140321,0.0135075,0.0377865,0.0594165,0.0403823,0.0469475,7
