'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'EulerAngleErrors Data[0],'EulerAngleErrors Data[1],'EulerAngleErrors Data[2],'EulerAngleErrors Length,'Mode In,'Mode In,'Mode Out,'Mode Out,'StateVector Data[0],'StateVector Data[1],'StateVector Data[2],'StateVector Data[3],'StateVector Data[4],'StateVector Data[5],'StateVector Data[6],'StateVector Length,'Chosen FSS,'Current FFS Data[0],'Current FFS Data[1],'Current FFS Data[2],'Current FFS Data[3],'Current FFS Data[4],'Current FFS Data[5],'Current FFS Data[6],'Cycle Counter,'Gamma,'Useable FSS Data[0],'Useable FSS Data[1],'Useable FSS Data[2],'Useable FSS Data[3],'Useable FSS Data[4],'Useable FSS Data[5],'Useable_FSS Length,'Active Sensors Data[0],'Active Sensors Data[1],'Active Sensors Data[2],'Active Sensors Data[3],'Active Sensors Length,'Hold Transition,'StatePkp1p Data[0],'StatePkp1p Data[1],'StatePkp1p Data[2],'StatePkp1p Data[3],'StatePkp1p Data[4],'StatePkp1p Data[5],'StatePkp1p Data[6],'StatePkp1p Length
2014-01-30 00:00:49,87,444312116271,0,0,0,3,1,Passive,1,Passive,0.0281989,0.0512803,0.0559881,-0.572041,-0.240353,0.62601,0.472347,7,3,3,4,1,0,0,0,0,51395,154.648,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0164033,0.0133406,0.0131392,0.0619414,0.0664803,0.0862334,0.04234,7
2014-01-30 00:01:49,412,444312176596,0,0,0,3,1,Passive,1,Passive,0.0381806,0.0370746,0.0592148,0.183466,0.80854,-0.463708,-0.312375,7,4,4,3,1,0,0,0,0,51425,152.186,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0140738,0.0147816,0.014347,0.0738902,0.051726,0.0644386,0.0619228,7
2014-01-30 00:02:50,350,444312237534,0,0,0,3,1,Passive,1,Passive,0.0474636,0.0388676,0.0523903,0.198446,-0.967784,0.0263648,0.152701,7,6,6,4,3,0,0,0,0,51456,147.317,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0130482,0.0165753,0.012915,0.0572525,0.0293507,0.0470903,0.0886993,7
2014-01-30 00:03:51,1,444312298185,0,0,0,3,1,Passive,1,Passive,0.055082,0.0242904,0.0562579,-0.438479,0.681395,0.576713,0.104114,7,3,3,6,4,0,0,0,0,51486,140.876,1,1,0,0,0,0,6,1,1,0,0,4,0,0.0136934,0.0130965,0.0150656,0.0391079,0.0351481,0.0408566,0.0869448,7
2014-01-30 00:04:51,370,444312358554,0,0,0,3,1,Passive,1,Passive,0.0632847,0.0138237,0.0451994,0.540171,0.00546963,-0.81621,-0.204907,7,3,3,2,4,0,0,0,0,51516,133.212,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0127057,0.0159684,0.0130668,0.0525295,0.0442018,0.0475966,0.0622299,7
2014-01-30 00:05:52,407,444312419591,0,0,0,3,1,Passive,1,Passive,0.0623615,0.00299475,0.0454591,-0.491812,-0.597272,0.628373,0.0808354,7,2,2,4,1,0,0,0,0,51547,124.4,1,1,0,0,0,0,6,1,1,0,0,4,0,0.0130575,0.0137924,0.0141922,0.0619242,0.040297,0.0462212,0.044121,7
2014-01-30 00:06:52,525,444312479709,0,0,0,3,1,Passive,1,Passive,0.0682658,-0.0140334,0.0454025,0.213831,0.97554,-0.0411221,0.0301121,7,4,5,6,4,0,0,0,0,51576,115.622,0,0,1,0,0,0,6,1,1,0,0,4,0,0.0128492,0.0145237,0.0138258,0.0631638,0.0223896,0.0455449,0.0479649,7
2014-01-30 00:07:52,892,444312540076,0,0,0,3,1,Passive,1,Passive,0.0687089,-0.0193702,0.0389202,0.0831384,-0.841264,-0.533986,0.0149391,7,6,6,3,4,0,0,0,0,51606,105.957,1,1,1,0,0,0,6,1,1,0,0,4,0,0.012842,0.0145311,0.0134048,0.0539145,0.0297109,0.0379472,0.055684,7
2014-01-30 00:08:53,210,444312600394,0,0,0,3,1,Passive,1,Passive,0.0672249,-0.0327964,0.0383385,-0.364532,0.283267,0.880927,-0.104137,7,3,3,4,1,0,0,0,0,51636,96.5521,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0138586,0.0134773,0.0133444,0.0446627,0.0467525,0.0259912,0.0568012,7
2014-01-30 00:09:53,523,444312660707,0,0,0,3,1,Passive,1,Passive,0.0588956,-0.0404709,0.0308658,0.545751,0.420898,-0.703057,0.175249,7,2,2,4,1,0,0,0,0,51665,87.3373,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0141858,0.0133712,0.0130512,0.0411949,0.0469953,0.0408109,0.0506418,7
