'Date (YYYY-MM-DD HH:MM:SS),'Date Millisecond Offset,'Date (J2000 mseconds),'SStates Loadshed,'SStates Loadshed Latch,'SStates Test Mode,'SStates Magnetometer,'SStates PXFSS,'SStates NXFSS,'SStates PYFSS,'SStates NYFSS,'SStates PZFSS,'SStates NZFSS,'SStates XWheel,'SStates YWheel,'SStates ZWheel,'SStates RateGyro,'SStates MTX,'SStates MTY,'SStates MTZ,'SStates GPS Supply,'SStates 5V Supply,'SStates Spare,'SStates Instrument,'SStates GPS,'SStates BCDR0State,'SStates BCDR1State,'+X Panel Current(mA),'+Y Panel Current(mA),'+Z Panel Current(mA),'-X Panel Current(mA),'-Y Panel Current(mA),'-Z Panel Current(mA),'+X Panel Temperature(°C),'+Y Panel Temperature(°C),'+Z Panel Temperature(°C),'-X Panel Temperature(°C),'-Y Panel Temperature(°C),'-Z Panel Temperature(°C),'Bus Voltage(V),'Main Switch Current(A),'5V Rail Voltage(V),'3V Rail Voltage(V),'3V Rail Current(mA),'ADC0 Temperture(°C),'ADC1 Temperture(°C),'ADC2 Temperture(°C),'BCDR0 Battery Voltage(V),'BCDR1 Battery Voltage(V),'HKC Current(mA),'ADCC Current(mA),'Magnetometer Voltage(V),'Rate Sensor Voltage(V),'Rate Sensor Current(mA),'Sun Sensor Voltage(V),'Sun Sensor Current(mA),'Mag. Torquer X Current(mA),'Mag. Torquer Y Current(mA),'Mag. Torquer Z Current(mA),'Wheel Sum Current(mA),'Wheel X Voltage(V),'Wheel Y Voltage(V),'Wheel Z Voltage(V),'ST Switch Voltage(V),'ST Switch Current(mA),'ST Voltage(V),'ST Current(mA),'Instrument Voltage(V),'Instrument Current(mA),'UHF Rx Current(mA),'UHF Rx Temperature(°C),'UHF Rx SSI(V),'S-Band Tx Voltage(V),'S-Band Tx Current(A)
2014-01-30 00:00:48,814,444312115998,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,302.827,7.69892,5.99397,3.93254,10.4063,10.3649,11.6955,5.30817,0.311278,5.04625,2.9792,8.30078,7.625,7.5,8.25,4.05797,3.98833,91.9594,105.468,5.04498,4.90579,2.22,0.831588,1.13932,1.49474,1.86842,0.934212,43.1314,5.28969,5.28479,5.29949,0.38181,0.244,1.214,0,0,19.5312,23.2713,10.5096,0.806272,0,0.0219726
2014-01-30 00:01:49,108,444312176292,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,2.3475,3.9125,1.565,558.705,2.3475,7.78038,6.11545,4.53838,11.3198,10.3649,12.2823,5.00218,0.581867,4.9656,2.97707,9.60286,8,7.75,8.25,4.05524,3.98697,96.4353,111.002,4.95097,4.85194,2.0535,8.14131,166.016,1.49474,1.86842,0.871931,42.3176,4.98329,4.98084,4.99555,0.38181,0.244,1.2073,0.313,0,20.345,23.1674,10.7855,0.602415,0,0.0211588
2014-01-30 00:02:49,390,444312236574,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,341.952,6.26,2.3475,7.69892,6.43959,4.74037,11.4032,10.7792,13.466,5.27519,0.358072,5.05725,2.97707,8.38216,8.125,7.875,8.625,4.05524,3.98697,93.2615,106.526,5.03857,5.02819,2.8305,7.80487,1.13932,1.49474,1.86842,0.934212,44.759,5.26518,5.26028,5.27743,0.38181,0.244,1.2073,0,0,20.345,22.8817,11.0608,0.812376,0,0.0219726
2014-01-30 00:03:50,695,444312297879,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,0.7825,3.9125,241.792,6.26,60.2525,7.29203,7.21074,5.14448,11.2365,12.0724,13.8068,5.28252,0.358072,5.04442,2.9792,7.97526,8.25,8.125,8.625,4.05387,3.98833,93.0173,106.12,5.04285,4.89355,2.0535,0.837936,1.05794,1.49474,1.86842,0.871931,43.1314,5.26273,5.25782,5.27498,0.38181,0.244,1.2073,0,0,20.345,22.9077,11.3355,0.720823,0,0.0211588
2014-01-30 00:04:51,65,444312358249,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,58.6875,3.9125,1.565,6.26,475.76,6.8858,8.06573,5.75111,11.7791,13.3809,13.1263,5.23488,0.563556,4.96743,2.97707,9.68424,8.25,8.125,8.75,4.05387,3.98833,93.4242,107.015,4.94883,4.86173,2.0535,8.12544,163.818,1.49474,1.86842,0.871931,42.3176,5.21615,5.2137,5.22841,0.38181,0.244,1.2073,0,0,20.345,23.1934,11.6552,0.630492,0,0.0219726
2014-01-30 00:05:51,294,444312418478,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,400.64,3.9125,1.565,6.26,1.565,6.35853,7.98417,6.43959,12.3243,13.8495,13.5936,5.26969,0.427245,4.97659,2.9792,8.78906,8.5,8.5,9,4.05387,3.98833,93.0173,106.771,4.95524,4.87152,2.0535,8.20162,57.1289,1.49474,1.86842,0.871931,42.3176,5.25292,5.24802,5.26273,0.38181,0.244,1.2073,0.313,0,20.345,23.0635,11.9287,0.693968,0,0.0219726
2014-01-30 00:06:51,743,444312478927,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,325.52,1.565,16.4325,2.3475,5.99397,8.71948,6.64233,12.5769,14.1061,14.5784,5.15426,0.372313,5.03892,2.97707,8.13802,8.875,8.75,9.25,4.05251,3.98833,94.4822,108.235,5.03003,4.96454,2.664,3.17717,1.05794,1.49474,1.86842,0.934212,42.3176,5.14507,5.14017,5.15487,0.38181,0.244,1.2073,0,0,19.5312,23.1414,12.2017,0.472411,0,0.0219726
2014-01-30 00:07:52,702,444312539886,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,0.7825,3.9125,326.303,6.26,19.5625,5.75111,9.86943,7.1701,12.1143,14.5354,15.0534,5.21473,0.317382,5.05908,2.97707,8.38216,9.125,9,9.375,4.05251,3.98833,93.2615,107.584,5.03857,5.02574,2.775,0.831588,1.13932,1.49474,1.86842,0.871931,43.9452,5.2039,5.199,5.21615,0.38181,0.244,1.2073,0,0,20.345,23.0375,12.5196,0.47058,0,0.0219726
2014-01-30 00:08:52,904,444312600088,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,1.565,3.9125,1.565,6.26,330.998,5.67019,11.1532,7.90263,12.0724,15.3136,14.3205,5.28252,0.351968,5.08657,2.97707,9.68424,9.5,9.375,9.75,4.05251,3.98833,92.8546,106.526,5.06208,5.0184,2.1645,1.11407,1.13932,1.49474,1.86842,0.934212,42.3176,5.26763,5.26273,5.27988,0.379362,0.244,1.2073,0.313,0,19.5312,22.8557,12.7916,0.473021,0,0.0211588
2014-01-30 00:09:53,217,444312660401,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.7825,535.23,3.9125,1.565,6.26,1.565,5.67019,10.9868,8.76041,12.0304,16.2311,14.4923,5.26237,0.561522,4.96743,2.97707,9.68424,9.5,9.5,10.125,4.05251,3.98833,92.8546,106.608,4.95097,4.86418,2.0535,8.15401,163.167,1.49474,1.86842,0.934212,43.1314,5.24557,5.24067,5.25782,0.379362,0.244,1.2073,0,0,19.5312,23.0635,13.0632,0.483397,0,0.0211588
